STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3362;201907290000;    2;  981.8;  17.2;  17.2;  86.6;  14.9;eor
       3362;201907290010;    2;  981.7;  17.2;  17.2;  85.7;  14.8;eor
       3362;201907290020;    2;  981.7;  17.3;  17.3;  84.6;  14.7;eor
       3362;201907290030;    2;  981.8;  17.4;  17.2;  84.2;  14.7;eor
       3362;201907290040;    2;  981.9;  17.4;  17.3;  84.3;  14.7;eor
       3362;201907290050;    2;  982.0;  17.5;  17.3;  83.2;  14.6;eor
       3362;201907290100;    2;  982.1;  17.6;  17.5;  81.8;  14.5;eor
       3362;201907290110;    2;  982.1;  17.6;  17.5;  82.6;  14.6;eor
       3362;201907290120;    2;  982.1;  17.6;  17.5;  82.6;  14.6;eor
       3362;201907290130;    2;  982.0;  17.6;  17.5;  82.7;  14.6;eor
       3362;201907290140;    2;  982.0;  17.5;  17.4;  83.2;  14.6;eor
       3362;201907290150;    2;  982.1;  17.5;  17.4;  83.9;  14.8;eor
       3362;201907290200;    2;  982.2;  17.5;  17.4;  83.6;  14.7;eor
       3362;201907290210;    2;  982.1;  17.5;  17.4;  83.6;  14.7;eor
       3362;201907290220;    2;  982.1;  17.4;  17.3;  84.6;  14.8;eor
       3362;201907290230;    2;  982.1;  17.4;  17.3;  84.2;  14.7;eor
       3362;201907290240;    2;  982.1;  17.3;  17.2;  84.8;  14.7;eor
       3362;201907290250;    2;  982.1;  17.3;  17.2;  84.5;  14.7;eor
       3362;201907290300;    2;  982.1;  17.2;  17.2;  84.0;  14.5;eor
       3362;201907290310;    2;  982.1;  17.2;  17.1;  83.8;  14.4;eor
       3362;201907290320;    2;  982.3;  17.2;  17.1;  83.7;  14.4;eor
       3362;201907290330;    2;  982.3;  17.1;  17.0;  84.0;  14.4;eor
       3362;201907290340;    2;  982.3;  17.1;  17.1;  83.5;  14.3;eor
       3362;201907290350;    2;  982.4;  17.1;  17.0;  84.0;  14.4;eor
       3362;201907290400;    2;  982.5;  17.0;  17.0;  84.0;  14.3;eor
       3362;201907290410;    2;  982.6;  17.0;  17.0;  83.9;  14.3;eor
       3362;201907290420;    2;  982.7;  17.0;  17.0;  84.7;  14.4;eor
       3362;201907290430;    2;  982.8;  17.0;  17.0;  83.8;  14.2;eor
       3362;201907290440;    2;  982.9;  17.0;  17.0;  83.6;  14.2;eor
       3362;201907290450;    2;  982.9;  17.0;  17.0;  83.2;  14.1;eor
       3362;201907290500;    2;  983.0;  17.0;  17.0;  83.5;  14.2;eor
       3362;201907290510;    2;  983.0;  17.0;  17.1;  83.1;  14.1;eor
       3362;201907290520;    2;  983.2;  17.0;  17.1;  82.7;  14.0;eor
       3362;201907290530;    2;  983.4;  17.0;  17.1;  82.5;  14.0;eor
       3362;201907290540;    2;  983.4;  17.0;  17.2;  81.8;  13.9;eor
       3362;201907290550;    2;  983.5;  17.1;  17.4;  81.6;  13.9;eor
       3362;201907290600;    2;  983.5;  17.3;  17.8;  81.6;  14.1;eor
       3362;201907290610;    2;  983.5;  17.4;  17.9;  80.1;  13.9;eor
       3362;201907290620;    2;  983.6;  17.6;  18.2;  79.8;  14.1;eor
       3362;201907290630;    2;  983.7;  17.7;  18.2;  79.4;  14.1;eor
       3362;201907290640;    2;  983.7;  17.8;  18.4;  79.4;  14.2;eor
       3362;201907290650;    2;  983.8;  17.9;  18.6;  77.7;  14.0;eor
       3362;201907290700;    2;  983.9;  17.8;  18.6;  76.8;  13.7;eor
       3362;201907290710;    2;  983.9;  18.2;  19.2;  78.0;  14.3;eor
       3362;201907290720;    2;  983.8;  18.2;  19.2;  76.7;  14.0;eor
       3362;201907290730;    2;  983.8;  18.3;  19.2;  77.2;  14.2;eor
       3362;201907290740;    2;  983.9;  18.4;  19.3;  76.9;  14.3;eor
       3362;201907290750;    2;  983.9;  18.6;  19.7;  75.3;  14.1;eor
       3362;201907290800;    2;  983.8;  18.8;  20.0;  75.2;  14.3;eor
       3362;201907290810;    2;  983.8;  19.0;  20.3;  74.7;  14.4;eor
       3362;201907290820;    2;  983.9;  19.0;  20.6;  73.9;  14.2;eor
       3362;201907290830;    2;  983.9;  19.4;  21.2;  72.2;  14.3;eor
       3362;201907290840;    2;  983.9;  19.5;  21.0;  73.3;  14.6;eor
       3362;201907290850;    2;  983.9;  21.0;  24.0;  69.5;  15.2;eor
       3362;201907290900;    2;  984.0;  20.1;  22.3;  68.0;  14.0;eor
       3362;201907290910;    2;  983.9;  20.2;  21.9;  68.3;  14.2;eor
       3362;201907290920;    2;  983.9;  21.0;  23.9;  64.9;  14.1;eor
       3362;201907290930;    2;  983.8;  21.0;  23.0;  65.6;  14.3;eor
       3362;201907290940;    2;  983.7;  21.3;  24.4;  63.1;  14.0;eor
       3362;201907290950;    2;  983.7;  21.3;  25.0;  63.4;  14.1;eor
       3362;201907291000;    2;  983.7;  21.1;  23.2;  62.9;  13.8;eor
       3362;201907291010;    2;  983.6;  21.4;  24.1;  60.9;  13.5;eor
       3362;201907291020;    2;  983.6;  21.7;  24.7;  63.7;  14.5;eor
       3362;201907291030;    2;  983.5;  21.6;  24.0;  60.6;  13.7;eor
       3362;201907291040;    2;  983.5;  21.7;  23.9;  61.6;  14.0;eor
       3362;201907291050;    2;  983.5;  21.7;  23.6;  62.2;  14.2;eor
       3362;201907291100;    2;  983.4;  21.8;  24.7;  58.6;  13.3;eor
       3362;201907291110;    2;  983.4;  21.8;  23.9;  64.5;  14.8;eor
       3362;201907291120;    2;  983.5;  21.9;  24.0;  61.6;  14.2;eor
