STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3362;201907170000;    2;  987.6;  10.1;   9.2;  94.3;   9.2;eor
       3362;201907170010;    2;  987.6;   9.9;   9.1;  94.1;   9.0;eor
       3362;201907170020;    2;  987.5;   9.8;   8.7;  94.2;   8.9;eor
       3362;201907170030;    2;  987.5;   9.8;   8.7;  95.0;   9.0;eor
       3362;201907170040;    2;  987.5;   9.4;   8.6;  94.4;   8.6;eor
       3362;201907170050;    2;  987.5;   9.3;   8.4;  95.6;   8.6;eor
       3362;201907170100;    2;  987.4;   9.4;   8.4;  96.0;   8.8;eor
       3362;201907170110;    2;  987.3;   9.3;   8.3;  96.9;   8.8;eor
       3362;201907170120;    2;  987.2;   9.1;   8.0;  95.3;   8.4;eor
       3362;201907170130;    2;  987.2;   8.8;   8.0;  94.4;   8.0;eor
       3362;201907170140;    2;  987.2;   9.0;   8.0;  97.0;   8.6;eor
       3362;201907170150;    2;  987.2;   9.0;   7.7;  96.8;   8.5;eor
       3362;201907170200;    2;  987.2;   8.9;   7.8;  96.3;   8.3;eor
       3362;201907170210;    2;  987.1;   8.5;   7.7;  95.6;   7.8;eor
       3362;201907170220;    2;  987.0;   8.9;   7.7;  97.6;   8.5;eor
       3362;201907170230;    2;  987.0;   8.3;   7.6;  96.3;   7.8;eor
       3362;201907170240;    2;  986.9;   8.5;   7.5;  96.8;   8.0;eor
       3362;201907170250;    2;  986.9;   8.2;   7.4;  97.1;   7.8;eor
       3362;201907170300;    2;  986.8;   8.2;   7.3;  96.9;   7.7;eor
       3362;201907170310;    2;  986.9;   8.2;   7.1;  97.2;   7.8;eor
       3362;201907170320;    2;  986.8;   7.9;   7.0;  96.5;   7.4;eor
       3362;201907170330;    2;  986.8;   8.0;   7.0;  96.8;   7.5;eor
       3362;201907170340;    2;  986.8;   7.9;   7.1;  96.3;   7.4;eor
       3362;201907170350;    2;  986.8;   8.0;   7.1;  97.1;   7.6;eor
       3362;201907170400;    2;  986.8;   8.2;   7.4;  97.6;   7.8;eor
       3362;201907170410;    2;  986.7;   8.4;   7.9;  97.7;   8.1;eor
       3362;201907170420;    2;  986.8;   8.9;   8.3;  96.9;   8.4;eor
       3362;201907170430;    2;  986.8;   9.3;   8.7;  95.7;   8.7;eor
       3362;201907170440;    2;  986.7;   9.9;   9.1;  95.1;   9.2;eor
       3362;201907170450;    2;  986.6;  10.0;   9.4;  94.4;   9.1;eor
       3362;201907170500;    2;  986.6;  10.3;   9.7;  94.6;   9.5;eor
       3362;201907170510;    2;  986.6;  10.6;  10.1;  94.1;   9.7;eor
       3362;201907170520;    2;  986.6;  10.9;  10.3;  94.1;  10.0;eor
       3362;201907170530;    2;  986.6;  11.5;  10.9;  91.2;  10.1;eor
       3362;201907170540;    2;  986.5;  12.7;  11.3;  87.5;  10.7;eor
       3362;201907170550;    2;  986.5;  13.6;  11.8;  81.9;  10.6;eor
       3362;201907170600;    2;  986.5;  13.7;  12.4;  81.8;  10.7;eor
       3362;201907170610;    2;  986.5;  14.5;  14.4;  76.7;  10.5;eor
       3362;201907170620;    2;  986.5;  15.0;  15.2;  73.6;  10.3;eor
       3362;201907170630;    2;  986.5;  15.7;  15.4;  71.1;  10.5;eor
       3362;201907170640;    2;  986.4;  16.2;  16.4;  67.1;  10.1;eor
       3362;201907170650;    2;  986.4;  17.4;  17.9;  68.9;  11.6;eor
       3362;201907170700;    2;  986.3;  17.9;  18.2;  67.7;  11.8;eor
       3362;201907170710;    2;  986.3;  17.4;  18.4;  63.7;  10.5;eor
       3362;201907170720;    2;  986.2;  18.1;  19.3;  61.8;  10.7;eor
       3362;201907170730;    2;  986.2;  18.2;  19.8;  62.1;  10.8;eor
       3362;201907170740;    2;  986.2;  18.7;  20.6;  61.3;  11.1;eor
       3362;201907170750;    2;  986.2;  19.1;  21.3;  60.6;  11.3;eor
       3362;201907170800;    2;  986.2;  19.4;  21.9;  60.1;  11.5;eor
       3362;201907170810;    2;  986.2;  20.5;  22.7;  57.1;  11.7;eor
       3362;201907170820;    2;  986.1;  20.5;  22.7;  55.8;  11.4;eor
       3362;201907170830;    2;  986.1;  20.9;  23.5;  55.1;  11.6;eor
       3362;201907170840;    2;  986.2;  21.4;  23.9;  55.1;  12.0;eor
       3362;201907170850;    2;  986.1;  21.6;  24.6;  54.8;  12.1;eor
       3362;201907170900;    2;  986.1;  22.3;  25.2;  52.3;  12.1;eor
       3362;201907170910;    2;  986.1;  22.6;  26.0;  51.4;  12.1;eor
       3362;201907170920;    2;  986.0;  22.7;  26.7;  50.7;  12.0;eor
