STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3925;201907290000;    2;   -999;  16.5;  15.8;  88.4;  14.6;eor
       3925;201907290010;    2;   -999;  16.6;  15.7;  87.2;  14.5;eor
       3925;201907290020;    2;   -999;  16.7;  15.8;  86.3;  14.4;eor
       3925;201907290030;    2;   -999;  16.6;  15.8;  88.0;  14.6;eor
       3925;201907290040;    2;   -999;  16.6;  15.8;  87.1;  14.4;eor
       3925;201907290050;    2;   -999;  16.6;  15.8;  87.8;  14.6;eor
       3925;201907290100;    2;   -999;  16.6;  15.8;  87.6;  14.5;eor
       3925;201907290110;    2;   -999;  16.6;  15.9;  88.2;  14.6;eor
       3925;201907290120;    2;   -999;  16.5;  15.9;  88.6;  14.6;eor
       3925;201907290130;    2;   -999;  16.6;  15.8;  87.1;  14.4;eor
       3925;201907290140;    2;   -999;  16.6;  15.8;  88.4;  14.7;eor
       3925;201907290150;    2;   -999;  16.5;  16.0;  88.6;  14.6;eor
       3925;201907290200;    2;   -999;  16.5;  15.9;  87.8;  14.5;eor
       3925;201907290210;    2;   -999;  16.5;  15.9;  87.1;  14.4;eor
       3925;201907290220;    2;   -999;  16.6;  15.9;  85.9;  14.2;eor
       3925;201907290230;    2;   -999;  16.5;  15.9;  85.9;  14.1;eor
       3925;201907290240;    2;   -999;  16.5;  16.3;  85.5;  14.1;eor
       3925;201907290250;    2;   -999;  16.4;  16.2;  86.1;  14.1;eor
       3925;201907290300;    2;   -999;  16.4;  16.2;  86.4;  14.1;eor
       3925;201907290310;    2;   -999;  16.3;  16.1;  86.5;  14.0;eor
       3925;201907290320;    2;   -999;  16.3;  16.1;  85.4;  13.9;eor
       3925;201907290330;    2;   -999;  16.3;  16.1;  85.7;  13.9;eor
       3925;201907290340;    2;   -999;  16.2;  16.0;  86.0;  13.9;eor
       3925;201907290350;    2;   -999;  16.2;  16.0;  86.5;  13.9;eor
       3925;201907290400;    2;   -999;  16.1;  16.0;  85.6;  13.7;eor
       3925;201907290410;    2;   -999;  16.1;  15.9;  86.2;  13.8;eor
       3925;201907290420;    2;   -999;  16.1;  15.9;  86.3;  13.8;eor
       3925;201907290430;    2;   -999;  16.1;  16.0;  86.3;  13.8;eor
       3925;201907290440;    2;   -999;  16.1;  16.0;  85.5;  13.7;eor
       3925;201907290450;    2;   -999;  16.1;  16.0;  85.1;  13.6;eor
       3925;201907290500;    2;   -999;  16.1;  16.1;  85.4;  13.7;eor
       3925;201907290510;    2;   -999;  16.1;  16.1;  85.5;  13.7;eor
       3925;201907290520;    2;   -999;  16.1;  16.2;  84.7;  13.5;eor
       3925;201907290530;    2;   -999;  16.1;  16.3;  84.4;  13.5;eor
       3925;201907290540;    2;   -999;  16.2;  16.5;  83.9;  13.5;eor
       3925;201907290550;    2;   -999;  16.2;  16.4;  84.5;  13.6;eor
       3925;201907290600;    2;   -999;  16.2;  16.4;  84.2;  13.5;eor
       3925;201907290610;    2;   -999;  16.4;  16.7;  83.8;  13.7;eor
       3925;201907290620;    2;   -999;  16.5;  16.8;  84.1;  13.8;eor
       3925;201907290630;    2;   -999;  16.7;  17.3;  82.8;  13.8;eor
       3925;201907290640;    2;   -999;  16.9;  17.8;  81.1;  13.6;eor
       3925;201907290650;    2;   -999;  17.3;  18.0;  80.6;  13.9;eor
       3925;201907290700;    2;   -999;  17.2;  18.2;  80.0;  13.7;eor
       3925;201907290710;    2;   -999;  17.4;  18.6;  78.5;  13.6;eor
       3925;201907290720;    2;   -999;  17.6;  18.7;  78.7;  13.9;eor
       3925;201907290730;    2;   -999;  17.9;  19.1;  78.8;  14.2;eor
       3925;201907290740;    2;   -999;  18.1;  19.9;  77.8;  14.2;eor
       3925;201907290750;    2;   -999;  18.3;  19.9;  76.2;  14.0;eor
       3925;201907290800;    2;   -999;  18.1;  19.7;  76.5;  13.9;eor
       3925;201907290810;    2;   -999;  18.5;  20.9;  75.5;  14.1;eor
       3925;201907290820;    2;   -999;  19.2;  22.5;  73.3;  14.3;eor
       3925;201907290830;    2;   -999;  19.4;  22.1;  73.2;  14.5;eor
       3925;201907290840;    2;   -999;  19.6;  23.0;  71.6;  14.3;eor
       3925;201907290850;    2;   -999;  19.3;  22.1;  70.7;  13.8;eor
       3925;201907290900;    2;   -999;  19.7;  21.8;  69.0;  13.9;eor
       3925;201907290910;    2;   -999;  20.3;  23.8;  69.1;  14.5;eor
       3925;201907290920;    2;   -999;  19.7;  21.9;  68.7;  13.8;eor
       3925;201907290930;    2;   -999;  19.9;  24.0;  66.1;  13.4;eor
       3925;201907290940;    2;   -999;  20.1;  23.1;  67.3;  13.9;eor
       3925;201907290950;    2;   -999;  20.7;  24.7;  66.4;  14.2;eor
       3925;201907291000;    2;   -999;  20.5;  24.7;  63.9;  13.4;eor
       3925;201907291010;    2;   -999;  20.5;  23.3;  65.3;  13.8;eor
       3925;201907291020;    2;   -999;  20.4;  23.2;  63.4;  13.2;eor
       3925;201907291030;    2;   -999;  20.5;  22.3;  63.6;  13.4;eor
       3925;201907291040;    2;   -999;  20.7;  25.5;  63.8;  13.6;eor
       3925;201907291050;    2;   -999;  20.5;  22.5;  61.1;  12.8;eor
       3925;201907291100;    2;   -999;  21.1;  26.2;  62.8;  13.7;eor
       3925;201907291110;    2;   -999;  21.6;  26.0;  60.9;  13.7;eor
       3925;201907291120;    2;   -999;  21.9;  26.8;  59.7;  13.7;eor
