STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3925;201905300000;    2;   -999;   8.6;   6.7;  92.1;   7.4;eor
       3925;201905300010;    2;   -999;   8.2;   6.4;  93.4;   7.2;eor
       3925;201905300020;    2;   -999;   7.9;   6.1;  93.2;   6.9;eor
       3925;201905300030;    2;   -999;   7.8;   6.1;  94.5;   7.0;eor
       3925;201905300040;    2;   -999;   7.7;   5.7;  94.7;   6.9;eor
       3925;201905300050;    2;   -999;   7.9;   5.8;  94.6;   7.1;eor
       3925;201905300100;    2;   -999;   7.7;   5.8;  94.0;   6.8;eor
       3925;201905300110;    2;   -999;   6.9;   5.6;  94.5;   6.1;eor
       3925;201905300120;    2;   -999;   7.2;   5.7;  95.3;   6.5;eor
       3925;201905300130;    2;   -999;   7.2;   5.6;  95.8;   6.6;eor
       3925;201905300140;    2;   -999;   7.0;   5.4;  94.5;   6.2;eor
       3925;201905300150;    2;   -999;   6.9;   5.2;  95.8;   6.3;eor
       3925;201905300200;    2;   -999;   7.0;   5.1;  95.3;   6.3;eor
       3925;201905300210;    2;   -999;   6.5;   5.0;  95.5;   5.8;eor
       3925;201905300220;    2;   -999;   6.3;   4.7;  95.9;   5.7;eor
       3925;201905300230;    2;   -999;   6.0;   4.6;  96.0;   5.4;eor
       3925;201905300240;    2;   -999;   6.0;   4.6;  97.3;   5.6;eor
       3925;201905300250;    2;   -999;   6.1;   4.5;  97.6;   5.8;eor
       3925;201905300300;    2;   -999;   5.9;   4.4;  97.2;   5.5;eor
       3925;201905300310;    2;   -999;   6.0;   4.3;  97.3;   5.6;eor
       3925;201905300320;    2;   -999;   5.6;   4.4;  97.4;   5.2;eor
       3925;201905300330;    2;   -999;   5.5;   4.3;  97.6;   5.2;eor
       3925;201905300340;    2;   -999;   5.7;   4.5;  97.9;   5.4;eor
       3925;201905300350;    2;   -999;   5.9;   4.7;  98.8;   5.7;eor
       3925;201905300400;    2;   -999;   6.6;   4.9; 100.0;   6.6;eor
       3925;201905300410;    2;   -999;   6.7;   5.1;  97.0;   6.3;eor
       3925;201905300420;    2;   -999;   6.5;   5.5;  94.0;   5.6;eor
       3925;201905300430;    2;   -999;   6.9;   5.9;  93.9;   6.0;eor
       3925;201905300440;    2;   -999;   8.2;   6.6;  92.7;   7.1;eor
       3925;201905300450;    2;   -999;   8.3;   7.3;  90.2;   6.8;eor
       3925;201905300500;    2;   -999;   8.8;   8.4;  92.9;   7.7;eor
       3925;201905300510;    2;   -999;   8.9;   9.0;  91.2;   7.5;eor
       3925;201905300520;    2;   -999;   9.1;   9.7;  89.1;   7.4;eor
       3925;201905300530;    2;   -999;  10.0;  10.4;  88.8;   8.2;eor
       3925;201905300540;    2;   -999;  10.4;  10.9;  88.3;   8.6;eor
       3925;201905300550;    2;   -999;  10.5;  11.8;  85.2;   8.1;eor
       3925;201905300600;    2;   -999;  11.3;  12.5;  84.7;   8.8;eor
       3925;201905300610;    2;   -999;  12.3;  13.0;  83.2;   9.5;eor
       3925;201905300620;    2;   -999;  12.5;  13.4;  82.1;   9.5;eor
       3925;201905300630;    2;   -999;  13.1;  13.8;  80.1;   9.8;eor
       3925;201905300640;    2;   -999;  13.4;  14.5;  76.5;   9.4;eor
       3925;201905300650;    2;   -999;  14.7;  14.6;  73.3;  10.0;eor
       3925;201905300700;    2;   -999;  14.3;  15.0;  69.7;   8.8;eor
       3925;201905300710;    2;   -999;  15.2;  14.9;  65.5;   8.8;eor
       3925;201905300720;    2;   -999;  15.0;  15.6;  62.2;   7.8;eor
       3925;201905300730;    2;   -999;  15.7;  16.6;  66.5;   9.5;eor
       3925;201905300740;    2;   -999;  16.0;  17.1;  62.6;   8.9;eor
       3925;201905300750;    2;   -999;  15.7;  17.2;  60.5;   8.1;eor
       3925;201905300800;    2;   -999;  16.3;  17.5;  60.2;   8.6;eor
       3925;201905300810;    2;   -999;  17.0;  18.0;  57.5;   8.6;eor
       3925;201905300820;    2;   -999;  16.2;  18.4;  55.3;   7.2;eor
       3925;201905300830;    2;   -999;  17.0;  18.7;  51.8;   7.0;eor
       3925;201905300840;    2;   -999;  16.9;  19.3;  52.7;   7.2;eor
       3925;201905300850;    2;   -999;  16.8;  18.9;  50.7;   6.5;eor
       3925;201905300900;    2;   -999;  16.8;  19.5;  50.8;   6.6;eor
       3925;201905300910;    2;   -999;  17.0;  19.9;  54.2;   7.7;eor
       3925;201905300920;    2;   -999;  17.4;  20.0;  52.0;   7.4;eor
       3925;201905300930;    2;   -999;  17.6;  21.1;  55.1;   8.5;eor
       3925;201905300940;    2;   -999;  17.6;  21.7;  51.7;   7.5;eor
       3925;201905300950;    2;   -999;  18.2;  23.3;  54.0;   8.7;eor
       3925;201905301000;    2;   -999;  17.8;  23.8;  50.1;   7.3;eor
       3925;201905301010;    2;   -999;  18.2;  24.0;  47.1;   6.7;eor
       3925;201905301020;    2;   -999;  19.7;  24.5;  49.6;   8.9;eor
       3925;201905301030;    2;   -999;  18.5;  24.1;  47.6;   7.2;eor
       3925;201905301040;    2;   -999;  18.6;  24.5;  46.3;   6.9;eor
       3925;201905301050;    2;   -999;  19.2;  24.6;  46.8;   7.6;eor
       3925;201905301100;    2;   -999;  18.5;  21.6;  44.9;   6.3;eor
       3925;201905301110;    2;   -999;  19.5;  25.5;  43.6;   6.8;eor
       3925;201905301120;    2;   -999;  19.2;  25.9;  41.7;   5.9;eor
       3925;201905301130;    2;   -999;  19.3;  24.5;  46.1;   7.4;eor
       3925;201905301140;    2;   -999;  19.5;  27.1;  42.5;   6.4;eor
       3925;201905301150;    2;   -999;  19.7;  27.5;  40.6;   5.9;eor
       3925;201905301200;    2;   -999;  19.3;  27.9;  38.2;   4.7;eor
       3925;201905301210;    2;   -999;  19.6;  27.8;  44.3;   7.1;eor
       3925;201905301220;    2;   -999;  19.6;  27.0;  42.0;   6.3;eor
       3925;201905301230;    2;   -999;  19.7;  24.6;  39.6;   5.6;eor
       3925;201905301240;    2;   -999;  19.9;  26.9;  47.9;   8.5;eor
       3925;201905301250;    2;   -999;  19.7;  25.1;  45.3;   7.5;eor
       3925;201905301300;    2;   -999;  20.0;  26.8;  41.9;   6.7;eor
       3925;201905301310;    2;   -999;  20.7;  28.2;  42.8;   7.6;eor
       3925;201905301320;    2;   -999;  20.6;  27.5;  42.4;   7.4;eor
       3925;201905301330;    2;   -999;  19.9;  26.5;  40.3;   6.0;eor
       3925;201905301340;    2;   -999;  20.2;  25.8;  41.8;   6.8;eor
       3925;201905301350;    2;   -999;  20.6;  25.8;  42.4;   7.4;eor
       3925;201905301400;    2;   -999;  20.5;  25.7;  43.0;   7.5;eor
