STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;NSH_TAG;SH_TAG;eor
       3362;20181022;    3;   0.0;   0;-999;   0;eor
       3362;20181023;    3;   0.0;   6;-999;   0;eor
       3362;20181024;    3;   1.2;   6;-999;   0;eor
       3362;20181025;    3;   0.0;   6;-999;   0;eor
       3362;20181026;    3;   0.9;   6;-999;   0;eor
       3362;20181027;    3;   3.7;   6;-999;   0;eor
       3362;20181028;    3;  11.2;   6;-999;   0;eor
       3362;20181029;    3;   0.0;   6;-999;   0;eor
       3362;20181030;    3;   0.5;   6;-999;   0;eor
       3362;20181031;    3;   0.0;   0;-999;   0;eor
       3362;20181101;    3;   0.8;   6;-999;   0;eor
       3362;20181102;    3;   0.0;   6;-999;   0;eor
       3362;20181103;    3;   0.0;   0;-999;   0;eor
       3362;20181104;    3;   0.0;   0;-999;   0;eor
       3362;20181105;    3;   0.0;   0;-999;   0;eor
       3362;20181106;    3;   0.0;   0;-999;   0;eor
       3362;20181107;    3;   0.3;   6;-999;   0;eor
       3362;20181108;    3;   0.0;   6;-999;   0;eor
       3362;20181109;    3;   0.0;   0;-999;   0;eor
       3362;20181110;    3;   0.7;   6;-999;   0;eor
       3362;20181111;    3;   1.6;   6;-999;   0;eor
       3362;20181112;    3;   0.7;   6;-999;   0;eor
       3362;20181113;    3;   1.6;   6;-999;   0;eor
       3362;20181114;    3;   0.0;   0;-999;   0;eor
       3362;20181115;    3;   0.0;   0;-999;   0;eor
       3362;20181116;    3;   0.0;   0;-999;   0;eor
       3362;20181117;    3;   0.0;   0;-999;   0;eor
       3362;20181118;    3;   0.0;   0;-999;   0;eor
       3362;20181119;    3;   0.0;   8;-999;   0;eor
       3362;20181120;    3;   0.0;   0;-999;   0;eor
       3362;20181121;    3;   0.0;   0;-999;   0;eor
       3362;20181122;    3;   0.0;   0;-999;   0;eor
       3362;20181123;    3;   1.6;   6;-999;   0;eor
       3362;20181124;    3;   0.0;   6;-999;   0;eor
       3362;20181125;    3;   0.0;   6;-999;   0;eor
       3362;20181126;    3;   4.4;   6;-999;   0;eor
       3362;20181127;    3;   0.7;   6;-999;   0;eor
       3362;20181128;    3;   0.1;   6;-999;   0;eor
       3362;20181129;    3;   0.0;   6;-999;   0;eor
       3362;20181130;    3;   4.0;   6;-999;   0;eor
       3362;20181201;    3;   0.7;   6;-999;   0;eor
       3362;20181202;    3;   6.9;   6;-999;   0;eor
       3362;20181203;    3;  14.8;   6;-999;   0;eor
       3362;20181204;    3;   0.2;   6;-999;   0;eor
       3362;20181205;    3;   1.5;   6;-999;   0;eor
       3362;20181206;    3;   1.0;   6;-999;   0;eor
       3362;20181207;    3;   0.9;   6;-999;   0;eor
       3362;20181208;    3;   2.3;   6;-999;   0;eor
       3362;20181209;    3;   3.3;   6;-999;   0;eor
       3362;20181210;    3;   1.9;   8;-999;   0;eor
       3362;20181211;    3;   0.1;   8;-999;   0;eor
       3362;20181212;    3;   0.1;   8;-999;   0;eor
       3362;20181213;    3;   0.0;   7;-999;   0;eor
       3362;20181214;    3;   0.0;   0;-999;   0;eor
       3362;20181215;    3;   1.3;   7;-999;   0;eor
       3362;20181216;    3;   0.4;   8;-999;   2;eor
       3362;20181217;    3;   1.0;   6;-999;   0;eor
       3362;20181218;    3;   0.0;   0;-999;   0;eor
       3362;20181219;    3;   0.9;   6;-999;   0;eor
       3362;20181220;    3;   0.4;   6;-999;   0;eor
       3362;20181221;    3;  11.7;   6;-999;   0;eor
       3362;20181222;    3;  24.5;   6;-999;   0;eor
       3362;20181223;    3;  21.6;   8;-999;   0;eor
       3362;20181224;    3;   0.0;   6;-999;   0;eor
       3362;20181225;    3;   0.0;   0;-999;   0;eor
       3362;20181226;    3;   0.0;   0;-999;   0;eor
       3362;20181227;    3;   0.0;   0;-999;   0;eor
       3362;20181228;    3;   0.0;   0;-999;   0;eor
       3362;20181229;    3;   0.3;   6;-999;-999;eor
       3362;20181230;    3;   0.6;   6;-999;-999;eor
       3362;20181231;    3;   0.5;   6;-999;-999;eor
       3362;20190101;    3;   1.0;   8;-999;-999;eor
       3362;20190102;    3;   0.0;   8;-999;-999;eor
       3362;20190103;    3;   0.4;   8;-999;   0;eor
       3362;20190104;    3;   1.1;   8;-999;   0;eor
       3362;20190105;    3;   5.2;   8;-999;   0;eor
       3362;20190106;    3;   1.6;   6;-999;   0;eor
       3362;20190107;    3;   0.2;   6;-999;   0;eor
       3362;20190108;    3;   3.9;   8;-999;   0;eor
       3362;20190109;    3;   3.8;   8;-999;   0;eor
       3362;20190110;    3;   0.1;   8;-999;   0;eor
       3362;20190111;    3;   1.6;   8;-999;   0;eor
       3362;20190112;    3;   5.5;   6;-999;   0;eor
       3362;20190113;    3;  24.1;   6;-999;   0;eor
       3362;20190114;    3;   1.9;   8;-999;   0;eor
       3362;20190115;    3;   0.0;   6;-999;   0;eor
       3362;20190116;    3;   0.0;   6;-999;   0;eor
       3362;20190117;    3;   1.7;   8;-999;   0;eor
       3362;20190118;    3;   0.1;   8;-999;   0;eor
       3362;20190119;    3;   0.0;   0;-999;   0;eor
       3362;20190120;    3;   0.0;   0;-999;   0;eor
       3362;20190121;    3;   0.0;   0;-999;   0;eor
       3362;20190122;    3;   0.0;   0;-999;   0;eor
       3362;20190123;    3;   0.1;   8;-999;   0;eor
       3362;20190124;    3;   0.2;   7;-999;   1;eor
       3362;20190125;    3;   3.3;   8;-999;   2;eor
       3362;20190126;    3;   0.1;   6;-999;   1;eor
       3362;20190127;    3;   2.5;   8;-999;   0;eor
       3362;20190128;    3;   5.0;   8;-999;   0;eor
       3362;20190129;    3;   0.0;   7;-999;   0;eor
       3362;20190130;    3;   0.0;   8;-999;   0;eor
       3362;20190131;    3;   1.3;   8;-999;   0;eor
       3362;20190201;    3;   4.8;   6;-999;   0;eor
       3362;20190202;    3;   0.0;   6;-999;   0;eor
       3362;20190203;    3;   0.1;   8;-999;   0;eor
       3362;20190204;    3;   0.0;   0;-999;   0;eor
       3362;20190205;    3;   0.0;   0;-999;   0;eor
       3362;20190206;    3;   0.0;   0;-999;   0;eor
       3362;20190207;    3;   0.4;   6;-999;   0;eor
       3362;20190208;    3;   0.8;   6;-999;   0;eor
       3362;20190209;    3;   0.2;   6;-999;   0;eor
       3362;20190210;    3;   7.2;   6;-999;   0;eor
       3362;20190211;    3;   0.4;   6;-999;   0;eor
       3362;20190212;    3;   0.0;   0;-999;   0;eor
       3362;20190213;    3;   0.0;   0;-999;   0;eor
       3362;20190214;    3;   0.0;   0;-999;   0;eor
       3362;20190215;    3;   0.0;   0;-999;   0;eor
       3362;20190216;    3;   0.0;   0;-999;   0;eor
       3362;20190217;    3;   0.0;   0;-999;   0;eor
       3362;20190218;    3;   0.0;   0;-999;   0;eor
       3362;20190219;    3;   0.0;   6;-999;   0;eor
       3362;20190220;    3;   0.0;   0;-999;   0;eor
       3362;20190221;    3;   0.0;   6;-999;   0;eor
       3362;20190222;    3;   0.3;   6;-999;   0;eor
       3362;20190223;    3;   0.0;   0;-999;   0;eor
       3362;20190224;    3;   0.0;   0;-999;   0;eor
       3362;20190225;    3;   0.0;   0;-999;   0;eor
       3362;20190226;    3;   0.0;   0;-999;   0;eor
       3362;20190227;    3;   0.0;   0;-999;   0;eor
       3362;20190228;    3;   3.6;   6;-999;   0;eor
       3362;20190301;    3;   7.3;   6;-999;   0;eor
       3362;20190302;    3;   0.0;   6;-999;   0;eor
       3362;20190303;    3;   0.0;   6;-999;   0;eor
       3362;20190304;    3;   4.4;   6;-999;   0;eor
       3362;20190305;    3;   3.0;   6;-999;   0;eor
       3362;20190306;    3;   0.0;   6;-999;   0;eor
       3362;20190307;    3;   2.8;   6;-999;   0;eor
       3362;20190308;    3;   0.6;   6;-999;   0;eor
       3362;20190309;    3;   2.8;   6;-999;   0;eor
       3362;20190310;    3;   3.0;   6;-999;   0;eor
       3362;20190311;    3;   5.0;   8;-999;   0;eor
       3362;20190312;    3;   0.2;   8;-999;   0;eor
       3362;20190313;    3;   1.7;   6;-999;   0;eor
       3362;20190314;    3;   4.3;   6;-999;   0;eor
       3362;20190315;    3;   6.9;   6;-999;   0;eor
       3362;20190316;    3;   0.0;   6;-999;   0;eor
       3362;20190317;    3;   3.4;   6;-999;   0;eor
       3362;20190318;    3;   1.8;   8;-999;   0;eor
       3362;20190319;    3;   0.0;   0;-999;   0;eor
       3362;20190320;    3;   0.0;   0;-999;   0;eor
       3362;20190321;    3;   0.0;   0;-999;   0;eor
       3362;20190322;    3;   0.0;   0;-999;   0;eor
       3362;20190323;    3;   0.0;   0;-999;   0;eor
       3362;20190324;    3;   0.0;   0;-999;   0;eor
       3362;20190325;    3;   0.4;   6;-999;   0;eor
       3362;20190326;    3;   0.0;   6;-999;   0;eor
       3362;20190327;    3;   0.0;   0;-999;   0;eor
       3362;20190328;    3;   0.0;   0;-999;   0;eor
       3362;20190329;    3;   0.0;   0;-999;   0;eor
       3362;20190330;    3;   0.0;   0;-999;   0;eor
       3362;20190331;    3;   0.0;   0;-999;   0;eor
       3362;20190401;    3;   0.0;   0;-999;   0;eor
       3362;20190402;    3;   1.6;   6;-999;   0;eor
       3362;20190403;    3;   8.4;   6;-999;   0;eor
       3362;20190404;    3;   0.3;   6;-999;   0;eor
       3362;20190405;    3;   0.0;   0;-999;   0;eor
       3362;20190406;    3;   0.0;   0;-999;   0;eor
       3362;20190407;    3;   0.0;   0;-999;   0;eor
       3362;20190408;    3;   0.0;   6;-999;   0;eor
       3362;20190409;    3;   1.1;   6;-999;   0;eor
       3362;20190410;    3;   0.0;   6;-999;   0;eor
       3362;20190411;    3;   0.0;   0;-999;   0;eor
       3362;20190412;    3;   0.0;   0;-999;   0;eor
       3362;20190413;    3;   1.6;   8;-999;   0;eor
       3362;20190414;    3;   0.1;   8;-999;   0;eor
       3362;20190415;    3;   0.0;   0;-999;   0;eor
       3362;20190416;    3;   2.7;   6;-999;   0;eor
       3362;20190417;    3;   0.4;   6;-999;   0;eor
       3362;20190418;    3;   0.0;   0;-999;   0;eor
       3362;20190419;    3;   0.0;   0;-999;   0;eor
       3362;20190420;    3;   0.0;   0;-999;   0;eor
       3362;20190421;    3;   0.0;   0;-999;   0;eor
       3362;20190422;    3;   0.0;   0;-999;   0;eor
       3362;20190423;    3;   0.0;   0;-999;   0;eor
       3362;20190424;    3;   0.0;   6;-999;   0;eor
       3362;20190425;    3;   0.0;   6;-999;   0;eor
       3362;20190426;    3;   3.6;   6;-999;   0;eor
       3362;20190427;    3;   9.0;   6;-999;   0;eor
       3362;20190428;    3;   0.0;   6;-999;   0;eor
       3362;20190429;    3;   2.3;   6;-999;   0;eor
       3362;20190430;    3;   0.0;   0;-999;   0;eor
       3362;20190501;    3;   0.0;   0;-999;-999;eor
       3362;20190502;    3;   2.4;   6;-999;-999;eor
       3362;20190503;    3;   0.2;   6;-999;-999;eor
       3362;20190504;    3;   5.8;   6;-999;-999;eor
       3362;20190505;    3;   0.0;   6;-999;-999;eor
       3362;20190506;    3;   0.5;   6;-999;-999;eor
       3362;20190507;    3;   0.4;   6;-999;-999;eor
       3362;20190508;    3;   8.0;   6;-999;-999;eor
       3362;20190509;    3;   6.0;   6;-999;-999;eor
       3362;20190510;    3;   5.0;   6;-999;-999;eor
       3362;20190511;    3;   8.4;   8;-999;-999;eor
       3362;20190512;    3;   0.0;   0;-999;-999;eor
       3362;20190513;    3;   0.0;   0;-999;-999;eor
       3362;20190514;    3;   0.0;   0;-999;-999;eor
       3362;20190515;    3;   0.0;   0;-999;-999;eor
       3362;20190516;    3;   0.0;   0;-999;-999;eor
       3362;20190517;    3;   1.7;   6;-999;-999;eor
       3362;20190518;    3;   0.0;   6;-999;-999;eor
       3362;20190519;    3;   0.5;   6;-999;-999;eor
       3362;20190520;    3;  22.4;   6;-999;-999;eor
       3362;20190521;    3;  42.7;   6;-999;-999;eor
       3362;20190522;    3;   0.0;   0;-999;-999;eor
       3362;20190523;    3;   0.0;   0;-999;-999;eor
       3362;20190524;    3;   0.0;   0;-999;-999;eor
       3362;20190525;    3;   0.0;   6;-999;-999;eor
