STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3925;201906030000;    2;   -999;  16.3;  12.7;  78.0;  12.5;eor
       3925;201906030010;    2;   -999;  16.2;  12.4;  77.9;  12.3;eor
       3925;201906030020;    2;   -999;  16.0;  12.2;  78.7;  12.3;eor
       3925;201906030030;    2;   -999;  16.2;  12.4;  78.0;  12.4;eor
       3925;201906030040;    2;   -999;  16.1;  12.2;  78.7;  12.4;eor
       3925;201906030050;    2;   -999;  16.1;  12.1;  77.5;  12.2;eor
       3925;201906030100;    2;   -999;  16.2;  12.1;  76.7;  12.1;eor
       3925;201906030110;    2;   -999;  16.2;  12.1;  76.0;  12.0;eor
       3925;201906030120;    2;   -999;  15.6;  11.8;  78.5;  11.9;eor
       3925;201906030130;    2;   -999;  16.3;  12.0;  75.8;  12.0;eor
       3925;201906030140;    2;   -999;  16.3;  11.8;  75.3;  11.9;eor
       3925;201906030150;    2;   -999;  16.4;  11.7;  74.2;  11.8;eor
       3925;201906030200;    2;   -999;  15.2;  11.7;  77.8;  11.4;eor
       3925;201906030210;    2;   -999;  14.8;  11.4;  80.8;  11.5;eor
       3925;201906030220;    2;   -999;  14.8;  11.4;  80.9;  11.6;eor
       3925;201906030230;    2;   -999;  14.8;  11.3;  81.3;  11.6;eor
       3925;201906030240;    2;   -999;  14.6;  11.1;  82.2;  11.6;eor
       3925;201906030250;    2;   -999;  14.5;  11.1;  81.4;  11.4;eor
       3925;201906030300;    2;   -999;  14.2;  11.2;  83.3;  11.4;eor
       3925;201906030310;    2;   -999;  13.9;  11.1;  84.5;  11.3;eor
       3925;201906030320;    2;   -999;  13.8;  10.9;  85.3;  11.4;eor
       3925;201906030330;    2;   -999;  14.0;  10.8;  84.8;  11.5;eor
       3925;201906030340;    2;   -999;  13.8;  11.0;  84.9;  11.3;eor
       3925;201906030350;    2;   -999;  13.7;  11.1;  85.8;  11.4;eor
       3925;201906030400;    2;   -999;  14.4;  11.4;  84.5;  11.8;eor
       3925;201906030410;    2;   -999;  15.0;  11.7;  81.8;  11.9;eor
       3925;201906030420;    2;   -999;  15.7;  12.1;  79.9;  12.2;eor
       3925;201906030430;    2;   -999;  15.9;  12.7;  78.4;  12.2;eor
       3925;201906030440;    2;   -999;  16.3;  13.3;  77.7;  12.4;eor
       3925;201906030450;    2;   -999;  16.5;  14.0;  79.0;  12.8;eor
       3925;201906030500;    2;   -999;  17.0;  14.7;  79.0;  13.3;eor
       3925;201906030510;    2;   -999;  18.3;  15.3;  77.1;  14.2;eor
       3925;201906030520;    2;   -999;  18.6;  16.1;  75.4;  14.2;eor
       3925;201906030530;    2;   -999;  19.4;  17.0;  74.7;  14.8;eor
       3925;201906030540;    2;   -999;  19.6;  17.8;  72.8;  14.6;eor
       3925;201906030550;    2;   -999;  19.8;  18.9;  74.1;  15.1;eor
       3925;201906030600;    2;   -999;  20.3;  19.9;  72.7;  15.2;eor
       3925;201906030610;    2;   -999;  21.1;  20.6;  73.3;  16.1;eor
       3925;201906030620;    2;   -999;  21.3;  21.2;  71.2;  15.9;eor
       3925;201906030630;    2;   -999;  21.7;  22.1;  69.4;  15.9;eor
       3925;201906030640;    2;   -999;  22.4;  22.9;  67.5;  16.1;eor
       3925;201906030650;    2;   -999;  22.8;  23.7;  67.8;  16.5;eor
       3925;201906030700;    2;   -999;  23.5;  24.8;  65.8;  16.7;eor
       3925;201906030710;    2;   -999;  24.1;  25.6;  65.9;  17.3;eor
       3925;201906030720;    2;   -999;  24.0;  25.9;  62.7;  16.5;eor
       3925;201906030730;    2;   -999;  25.0;  26.7;  62.6;  17.4;eor
       3925;201906030740;    2;   -999;  25.3;  27.6;  60.5;  17.1;eor
       3925;201906030750;    2;   -999;  25.8;  28.1;  54.0;  15.8;eor
       3925;201906030800;    2;   -999;  25.2;  26.7;  65.3;  18.2;eor
       3925;201906030810;    2;   -999;  25.1;  26.2;  66.7;  18.5;eor
       3925;201906030820;    2;   -999;  24.7;  26.2;  67.7;  18.3;eor
       3925;201906030830;    2;   -999;  24.9;  26.5;  68.5;  18.7;eor
       3925;201906030840;    2;   -999;  25.1;  27.4;  62.1;  17.3;eor
       3925;201906030850;    2;   -999;  25.4;  28.1;  60.3;  17.2;eor
       3925;201906030900;    2;   -999;  25.9;  29.0;  58.0;  17.0;eor
       3925;201906030910;    2;   -999;  26.3;  29.2;  56.6;  17.0;eor
       3925;201906030920;    2;   -999;  26.8;  30.5;  52.4;  16.2;eor
       3925;201906030930;    2;   -999;  27.5;  31.1;  57.4;  18.3;eor
       3925;201906030940;    2;   -999;  27.6;  32.6;  52.8;  17.1;eor
       3925;201906030950;    2;   -999;  27.6;  33.2;  50.4;  16.4;eor
       3925;201906031000;    2;   -999;  28.2;  33.8;  47.8;  16.1;eor
       3925;201906031010;    2;   -999;  27.7;  34.2;  48.4;  15.8;eor
       3925;201906031020;    2;   -999;  28.3;  34.6;  41.3;  13.9;eor
       3925;201906031030;    2;   -999;  28.4;  35.3;  39.4;  13.3;eor
       3925;201906031040;    2;   -999;  28.4;  35.4;  46.1;  15.7;eor
       3925;201906031050;    2;   -999;  28.1;  35.3;  45.3;  15.2;eor
       3925;201906031100;    2;   -999;  28.2;  34.5;  48.9;  16.4;eor
       3925;201906031110;    2;   -999;  28.7;  35.9;  42.6;  14.7;eor
       3925;201906031120;    2;   -999;  27.4;  29.1;  44.0;  14.1;eor
       3925;201906031130;    2;   -999;  28.4;  34.9;  47.0;  16.0;eor
       3925;201906031140;    2;   -999;  28.4;  32.5;  38.7;  13.0;eor
       3925;201906031150;    2;   -999;  28.4;  36.9;  47.1;  16.0;eor
       3925;201906031200;    2;   -999;  28.2;  37.8;  46.3;  15.6;eor
       3925;201906031210;    2;   -999;  28.8;  39.9;  43.7;  15.2;eor
       3925;201906031220;    2;   -999;  27.5;  31.1;  42.8;  13.7;eor
       3925;201906031230;    2;   -999;  27.7;  28.4;  42.8;  13.9;eor
       3925;201906031240;    2;   -999;  25.8;  23.7;  57.0;  16.6;eor
       3925;201906031250;    2;   -999;  23.8;  21.6;  66.2;  17.1;eor
       3925;201906031300;    2;   -999;  21.7;  19.1;  67.2;  15.4;eor
       3925;201906031310;    2;   -999;  16.2;  16.5;  92.8;  15.0;eor
       3925;201906031320;    2;   -999;  16.9;  16.9;  94.2;  16.0;eor
       3925;201906031330;    2;   -999;  17.1;  16.4;  88.4;  15.2;eor
       3925;201906031340;    2;   -999;  17.3;  16.6;  87.9;  15.3;eor
       3925;201906031350;    2;   -999;  17.2;  16.8;  89.3;  15.4;eor
       3925;201906031400;    2;   -999;  17.0;  16.7;  89.4;  15.2;eor
       3925;201906031410;    2;   -999;  16.7;  17.0;  93.6;  15.7;eor
       3925;201906031420;    2;   -999;  16.9;  17.0;  88.1;  14.9;eor
       3925;201906031430;    2;   -999;  17.3;  16.8;  82.5;  14.3;eor
       3925;201906031440;    2;   -999;  17.5;  16.7;  79.9;  14.0;eor
       3925;201906031450;    2;   -999;  17.6;  17.4;  80.0;  14.1;eor
       3925;201906031500;    2;   -999;  18.0;  18.6;  81.3;  14.8;eor
       3925;201906031510;    2;   -999;  18.4;  19.2;  79.0;  14.7;eor
       3925;201906031520;    2;   -999;  18.1;  18.6;  80.6;  14.7;eor
